CODIGO,NATUREZA_OCORRENCIA,FORMA,MUNICIPIO,BAIRRO,TIPO_LOCAL_FATO,DATA_FATO,HORA_FATO,NOME_MEIO_EMPREGADO,SEXO,NUMR_IDADE_ESTIMADA,DESC_GRAU_INSTRUCAO,NARRATIVA,PERIODO
9386,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,INTERNET,2024-06-07 00:00:00.000,1970-01-01 15:30:00,OUTRO(S),MASCULINO,46.0,SUPERIOR COMPLETO,relatando entrou contato homem identificou através numero  negociou geladeira fazer doação escola escola neto estuda  enderoço informado conversa  viu geladeira gostou geladeira autorizou diretora escola fazer pagamento r 7  informado pix deu nome  cpf296221   banco picpay  conta  mostrar comprovante proprietária geladeira  disse desconhecer conta valor geladeira r 1800   identificava marido  sra jessica  neste momento sra jessica disse marido chamava andré  tal disse estaria devendo comunicante iria pagar geladeira  realidade comunicante nunca falou pessoalmente sra jessica sobre valor sobre conta fazer pagamento  aditamento  comunicante ainda delegacia  informou pix devolvido conta diretora escola ,tarde
9387,OUTRAS FRAUDES,CONSUMADO,CUIABA,DISPRAIADO,INTERNET,2024-06-04 13:00:00.000,1970-01-01 13:00:00,OUTRO(S),MASCULINO,40.0,SUPERIOR COMPLETO,hoje volta 13 conta rede social instagram invadida rackeada criminosos  onde fizeram varios contatos amigos rede social  saliento nesta data sai casa cuiabá 0700 manhã destino barra garças trabalho   onde cheguei torno 1450 horal local  neste trajeto muitos pontos sinal celular fiquei area algumas horas  cheguei barra garças  avisado amigos alguém entrando contato via mensagem rede social  oferecendo oportunidades ganhos investimentos  amiga acabou caindo golpe  presente momento ainda consegui acesso conta instagram  criminosos mudaram todos dados acesso  apenas consigo visualisar perfil  sendo nome usuario  willianroll  propriedade             nº 3,tarde
9388,ESTELIONATO,CONSUMADO,CUIABA,TRES BARRAS,INTERNET,2024-03-26 00:00:00.000,1970-01-01 10:50:00,OUTRO(S),FEMININO,31.0,2º GRAU INCOMPLETO,mensagem celular pedindo atualizar numero nis  identificação social   clicou link abriu pagina  numero aguardava apenas confirmação  hoje  dia 2603 agência caixa informada alguém fez pix valor r 800 conta comunicante conta diuliana delgado santos  cpf 9540 51824  agência orientada fazer boletim ocorrência entregar agência caixa ,manhã
9389,ESTELIONATO,CONSUMADO,CUIABA,RIBEIRAO DO LIPA,INTERNET,2024-03-12 00:00:00.000,1970-01-01 11:46:00,OUTRO(S),FEMININO,38.0,SUPERIOR COMPLETO,comunicante relatando fez pesquisa sobre colchões pesquisa  veio site compra httpsmoveispradoonline  ntrou site fez cadastro  acabou fazendo compra valor r 37359 orientada fazer pix através pixfinaceiromoveispradoonline  beneficiario emilly  cpf    7104    sa  ag  cc  9  pagou conta nu pagamentosip  ag  001 cc  458178  após pagamemto  recebeu mensagem confirmação pedido através emal moveispradosacgmailcom  veio código rastreio entrou contato solicitar código  conseguiu contato  conseguiu entrar conta abriu site sofreu golpe  então percebeu fraude ,manhã
9390,OUTRAS FRAUDES,CONSUMADO,CUIABA,PREJUDICADO,INTERNET,2024-02-23 00:00:00.000,1970-01-01 16:00:00,OUTRO(S),MASCULINO,43.0,1º GRAU INCOMPLETO,oferta empréstimo valor r 20000 através  recebeu formulário banco web sa girabank  enviou foto formulário todos dados bem foto documentos  posteriormente  através numero 8  falaram divida publica protestada cartório pagar taxa r 88709  então suspeitou estaria caindo golpe ,tarde
9391,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,OUTRO,2024-03-12 00:00:00.000,1970-01-01 15:00:00,OUTRO(S),MASCULINO,44.0,PREJUDICADO,comunicante relatou conta banco mercado pago  março 2024 recebeu mensagem sms onde estelionatário passava banco  mensagem oferecido aumento limite cartão crédito 45  reais  realizar operação clicou link enviado estelionatário  comunicante clicou link enviado realizado empréstimo conta mercado pago valor r 585  quinhentos oitenta cinco reais   cerca 2 horas comunicante caiu si percebeu entrou contado banco mercado pago comunicou ocorrido  banco gerou protocolo atendimento nº 00 disse resolvido  comunicante relatou mês seguinte divida banco r 66097  seiscentos sessenta reais noventa sete  banco continua cobrando dívida  nome comunicante encontrase cerasa ,tarde
9392,ESTELIONATO,CONSUMADO,CUIABA,QUILOMBO,OUTRO,2024-07-16 00:00:00.000,1970-01-01 11:25:00,OUTRO(S),MASCULINO,64.0,PREJUDICADO,narra comunicante advogado  morar bairro dispraiado  neste município  informa vista efetuou compra on line  através empresa  marechal auto peças   onde efetuada compra aquisição modulo eletrônico bateria véiculo mercedes benz  passado via pix através numéro  autopecas614gmailcom  ag01 c quantia r   nome emily mendes florentino  onde consta recebedora bepay nº cnpj  ficando acordado peça enviada via correio data dia 16  data efetivada compra peça  porém data dia 1707 contato suspeito recebia mensagens  vindo bloquear whatsapp nº  caracterizando assim máfé  cumprindo dever entregar peça  deixando vítima prejuízo financeiro  diante fatos feito boletim ocorrência nessa depol  fim comunicar fatos  sendo competente apurar tipo delito  caso estelionato ,manhã
9393,OUTRAS FRAUDES,TENTADO,CUIABA,SANTA MARTA,OUTRO,2024-08-12 00:00:00.000,1970-01-01 12:50:00,OUTRO(S),FEMININO,26.0,PREJUDICADO,data 082024 12hmin recebeu ligação desconhecido  atendeu  então  novamente recebeu outra ligação desconhecida atender  homem identificouse cv logo falando dados pessoais endereço  seguida começou ameaçála dizendo queria valor r 1500 efetuasse pix  iria sequestrála matálaque dinheiro  vítima resolveu desligar ligaçãoque após algumas horas  recebeu três ligações nº   996634317  viu ligação  atendeu  demais providências ,tarde
9394,OUTRAS FRAUDES,CONSUMADO,CUIABA,BOSQUE DA SAUDE,OUTRO,2024-04-16 00:00:00.000,1970-01-01 15:26:00,OUTRO(S),FEMININO,67.0,PREJUDICADO,policiais relatando data 16042024 recebeu ligação nº celular filho voz idêntica filho  solicitando mesma efetuasse pix ele  desconfiar  pois voz parecida  vítima induzida fazer pix valor r 279900 conta nome thamiris renata medeiros silvacontudo  somente descobriu tratavase fraude  encontrou filho disse havia solicitado nenhum pix  possuía todas informações filho  inclusive local trabalho cpf  fato demais providências cabíveis ,tarde
9395,OUTRAS FRAUDES,CONSUMADO,CUIABA,ARAES,OUTRO,2024-02-01 00:00:00.000,1970-01-01 08:00:00,OUTRO(S),MASCULINO,67.0,PREJUDICADO,policiais informando titular benefício aposentadoria invalidez valor salário mínimo  r 141200  vem sendo descontado valores quais afirma desconhecer origem  recebe injustificadamente  portabilidade benefício agibank  qualquer autorização  após consultar documentos  verificado existência empréstimos efetuados nome comunicante  relaizado junto banco bmg  parcelas r 40455  outro agibank  84 parcelas 1965   além rmc  facta financeira  rcc  agibank   ter realizado contratação nehum empréstimos mencionados  providências cabíveis ,manhã
9396,OUTRAS FRAUDES,CONSUMADO,CUIABA,CHACARA DOS PINHEIROS,A BANCO,2024-01-19 13:56:00.000,1970-01-01 13:56:00,OUTRO(S),MASCULINO,35.0,SUPERIOR INCOMPLETO,dia janeiro  recebi convite trabalhar online  seguinte descrição  simplesmente  ajudamos comerciantes concluir tarefas dão recebemos comissão  pode tentar inscrever conta primeiro ver informações  dará imagem clara tudo sobre ele  trabalho precisa clicar pedido plataforma ajudar taxa venda melhorar qualidade loja  então comerciante dará comissão  registro contato nome  whatsapp   telefone   onde cadastro plataforma meio link  acesse link registro criar conta  https9amenyesccindexuserregister  acesso  preencha seção código convite  y3w8g6  novos assinantes cadastrarem plataforma recebem r 8 grátis cadastrar conta plataforma  podem sacar juntos conta bancária após concluir primeira tarefa  trabalho simples  ajudamos traders completar tarefas atribuídas ganhar comissões  primeira tarefa teste entender lucrar plataforma usar plataforma  assim comecei utilizar ferramenta  direcionado tutor telegram contato httpstmejulina  onde passou passar etapas tarefa  entanto tarefas sendo condicionadas gerar medida pudesse ganhar comissão depositando valores através pix segundo informado colaboradores plataforma valor restituído assim tarefas concluídas  gerando necessidade emprestar pessoas família cobrir tentar reaver dinheiro logo  conforme dados seguir efetuados via transferência bancária  realizadas banco brasil via app  ag 970 cc 150   pix  enviado   idalina alves pereira 27   estevam oliveira  91  pix  enviado      pix   90  pix     51 rosa maria silva    53 lorraine lima  enviado  13 s  71  33 leônidas menezes santana    34 olive  98  35  65  pix  enviado  1056 oliveira  6 realizadas transferências app nubank  ag 0001 cc 173677 banco 6  nu pagamentos   pagseguro  1 conta  9 valor 288 brenda martins cavalcante 266217 pagseguro  1 conta  valor 279 26 pagseguro  1 conta  valor 1985  pagseguro  1 conta  1 valor 255  pagseguro  1 94 2028 pagseguro  1 9 lucia 452161 pagseguro  1 conta  9  valor 49989 outro valor depositada empréstimo familiar dados thaiane castilho ribeiro cpf 0541 psp  323  mercado pago giovane araujo silva cpf 830648 psp  pagseguro internet sa  id transação pix erwahpo6lyo código autenticação valor 382477              nº ,tarde
9397,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM COMODORO,INTERNET,2024-06-21 00:00:00.000,1970-01-01 16:00:00,OUTRO(S),MASCULINO,70.0,PREJUDICADO,policiais relatando data hoje 212024 volta 15 foto passando filho vítima  mandou mensagem áudio voz idêntica filho whatsapp  dizendo precisava fazer pagamento solicitou valor r  falando pagaria segundafeira seguinte  sendo assim  vítima acreditando filho  acabou transferindo valor r  conta nome conta 6 cpf 6093 199  vítima ligou filho  atendeu logo seguida  suspeito solicitou valor  1000 novamente desconfiar  acabou transferindo mil reais mesma conta acima mencionada  totalizando valor r 198970  enviou valores  filho ligou   demais providências ,tarde
9398,OUTRAS FRAUDES,CONSUMADO,CUIABA,CHACARA DOS PINHEIROS,INTERNET,2024-05-29 00:00:00.000,1970-01-01 09:24:00,OUTRO(S),MASCULINO,43.0,PREJUDICADO,policiais relatando data 29054 recebeu mensagem nº   7827  dizendo secretária escritório rondon advopcacia mpotivo contato referente processo vítima iniciou 21 contra empresa prime service motores eireli  seguida  suposta secretária continuou dizendo processo fase liberação pediu vítima entrar contato drª através nº  65  63501  relata vítima advogada drª contra empresa acima mencionada  acreditando verdadeira conversa  acabou entrando contato suposta advogada lucelia  falar suspeita  informou dados processo seguida solicitou depósito valor r 1 segundo referente duas certidões vítima  horas finalizar  17h24min valor r 99990 nome ferreira cpf 620267 318  após  suspeita solicitou valor r 1000  vítima desconfiou resolveu ligar advogada  informou tratavase golpe  nada relatou ,manhã
9399,OUTRAS FRAUDES,CONSUMADO,CUIABA,CAMPO VELHO,INTERNET,2024-04-12 00:00:00.000,1970-01-01 15:00:00,OUTRO(S),FEMININO,49.0,PREJUDICADO,policiais relatando data 12042024 tentar fazer transferência pix conta bancária santander  conseguiu  sendo assim vítima presencialmente banco  onde verificaram tentando acessar conta bancária haviam aproximadamente cinco celulares desconhecidos vinculados contadesta forma  ,tarde
9401,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM PETROPOLIS,INTERNET,2024-02-12 16:48:00.000,1970-01-01 16:48:00,OUTRO(S),MASCULINO,42.0,SUPERIOR INCOMPLETO,boletim ocorrência ocorrido 12 fevereiro 2024  1651 envolvendo pagamento realizei  acreditando quitando fatura energia elétrica energisa  através método pix  valor r 94898  so fiquei sabendo após nome esposa serasa  pagamento efetuado meio qr code gerado site oficial energisa  cadastrado realização tais transações  contudo  após realização pagamento  verificar histórico faturas  constatei valor erroneamente destinado entidade denominada  pag flash ltda cnpj 53766544 000125 pagseguro internet ip sa fato apenas resultou quitação fatura energia  expôs potencial incidente indica grave falha segurança site energisa  qual  tudo indica  comprometido  levando substituição página legítima uma  indistinguível original  induzindome erro         nº 8 ,tarde
9402,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM IMPERIAL II,INTERNET,2024-02-09 00:00:00.000,1970-01-01 22:13:00,OUTRO(S),FEMININO,29.0,PREJUDICADO, 33625268 chamou nome  seguida disse pedido ifood  confirmar endereço vítima desconhece  disse havia pedido nada desligou ligação  então vítima achou estranha situação entrou aplicativo ifood  viu data hoje  09  haviam dois pedidos realizados ela  quais pagos cartão amex final 8170 entrega rua 8w nº 51 recreio bandeirantes  rio janeiro  endereço desconhecido vítimae outro pedido dia 30012024 22h46min cartão final amex 3877 endereço rua quintino nº 443 jardim imperial itaborai  rj  declara vítima desconhece cartões acima mencionados eos pedidos realizados ela  demais providências ,noite
9403,OUTRAS FRAUDES,CONSUMADO,CUIABA,GOIABEIRAS,INTERNET,2024-02-07 00:00:00.000,1970-01-01 07:32:00,OUTRO(S),MASCULINO,64.0,PREJUDICADO,narra vitima  comunicante  viu internet anúncio auto escola entrou contato através whatszapp nº   então suposto atendente solicitou vítima documentos pessoais foto rosto  quais enviados  após solicitou valor r 12 reais retirada carteira categoria ad   r  entrada outros r  assim retirasse carteira  conforme combinado  vítima enviou valor r 600 pix 715190 39107 nome elis cristina  todavia  após enviar dinheiro  suspeito responde mensagens atende ligações  relata ainda acabou enviando assinatura suspeito foto cartão pois desconfiava golpe  disso vitima conseguindo entrar aplicativo  providencias ,manhã
9404,OUTRAS FRAUDES,CONSUMADO,CUIABA,MORADA DO OURO 2,INTERNET,2024-02-02 15:20:00.000,1970-01-01 15:20:00,OUTRO(S),FEMININO,32.0,SUPERIOR COMPLETO,primo ligou varias vezes ultima conseguiu falar comigo pediu dinheiro emprestado devolver dia  fiz pix via codigo qr code beneficiario  cpf 830648 final dia informaçao sofrido golpe financeiro  nº ,tarde
9405,OUTRAS FRAUDES,CONSUMADO,CUIABA,QUILOMBO,INTERNET,2024-01-05 15:00:00.000,1970-01-01 15:00:00,OUTRO(S),MASCULINO,40.0,PREJUDICADO,aplicou golpe pix  anuncio video game playstation 5 marketing place facebook fez toda negociação passou todas informações recebeu pix r 2500 reais desapareceu  dados passou foi  nome cpf   pis 164020 782 nome mãe davam credibilidade pix cpf 065292 89194 banco xp sa                boletim originado celular recebida comunicante ,tarde
9406,OUTRAS FRAUDES,CONSUMADO,CUIABA,CPA III,INTERNET,2024-01-10 00:00:00.000,1970-01-01 13:30:00,OUTRO(S),FEMININO,36.0,PREJUDICADO,policiais relatando data 100124 volta 1330 horas pessoa entrou contato mãe através nº  65  189467 pediu mãe efetuar pix valor r 1200 conta nome cpf  069704 99227  relata felizmente mãe transferiu nehum valor suspeito  demais providências cabíveis ,tarde
9407,OUTRAS FRAUDES,CONSUMADO,CUIABA,PREJUDICADO,CASA LOTÉRICA,2024-07-03 00:00:00.000,1970-01-01 16:00:00,OUTRO(S),FEMININO,40.0,PREJUDICADO,policiais relatando data 030724 acreditando ter acessado site empresa volkswagen  imprimiu boleto efetuou pagamento referente três mensalidades veículo chev  18 alt ano 728 placa pzp5i41  todavia  após efetuar pagamento boleto valor r 5  vítima apresentar comprovante concessionária dar baixa  foi gerente volkswagen identificou tratavase boleto falso orientou vítima retornasse lotérica solicitar estorno valor pago registrar presente boletim ocorrênciarelata valor enviado conta nome volks quitação cobrança cnpj 55687832 000110 ,tarde
9408,ESTELIONATO,CONSUMADO,CUIABA,JARDIM PETROPOLIS,OUTRO,2024-11-12 11:00:00.000,1970-01-01 11:00:00,OUTRO(S),MASCULINO,34.0,2º GRAU COMPLETO,22 adquiri conjunto box marca probel medida 138 pagamento formato online  presencial via cartão crédito x valor   cpf 66 empresa qc comprometeu entregar 10 cumpriu  forneceu nova data 015 cumpriu  nova data 07  cumpriu  solicitei cancelamento venda estorno valor  informou possível fazer estorno  faria via pix  cumpriu prazo dia 08  data hoje  18 dias atraso fez contato informando dificuldade financeira  pouco fluxo caixa  solicitou parcelasse valor  12  15 63300 19112024 totalmente base  produto  estorno débito cartão crédito pagando primeira parcela registro narrativa  solicitar suspensão débito juntamente banco sicredi                                                   virtual protocolo nº 9,manhã
9409,OUTRAS FRAUDES,CONSUMADO,CUIABA,PEDRA 90,OUTRO,2024-07-31 00:00:00.000,1970-01-01 15:00:00,OUTRO(S),MASCULINO,37.0,PREJUDICADO, entrou site detran  mt baxou código pix qr code  licenciamento ipva valor  r 60241  veiculo placa  qcm46 yamaha  fz25 fazer  nacional  cor branca  somente pós pagar  percebeu pagou código falso  favorecido pagamento  stone ip sa cnpj 55 00015    versão  nada declarar ,tarde
9410,ESTELIONATO,CONSUMADO,CUIABA,TIJUCAL,OUTRO,2024-07-14 17:09:00.000,1970-01-01 17:09:00,OUTRO(S),MASCULINO,49.0,SUPERIOR COMPLETO,propaganda enganosa  golpe onde cai contexto abaixo onde paguei pix nodescrito abaixo image efetue pagamento  promoção termina hoje  olá  esqueça pagar pix enviarmos pedido  caso pago pix  desconsidere email  acessar código pix prazo validade  15072024 00 valor  r  pix pode demorar alguns minutos processado após pagamento  isso  fique atento atualizações pedido email  pedido qtde  image poco azul x 1 subtotal r 9690 frete grátis desconto r  r 969 total r 8721                                          virtual protocolo nº 7,tarde
9411,OUTRAS FRAUDES,CONSUMADO,CUIABA,MORADA DO OURO,OUTRO,2024-06-19 00:00:00.000,1970-01-01 19:50:00,OUTRO(S),MASCULINO,21.0,PREJUDICADO, comprou veiculo placa  nju9g96 w  fox 10 giinacional  cor preta  3 pagou valor  r 250  vista  zezinho imóveis   transferiu veiculo filha    segundo comunicante quatro meses veiculo oficina  desde fevereiro fazer motor  segunda comunicante  pagou serviço motor valor  r 65  ficou faltando serviço cambio valor  r 1000   hoje viitma recebeu mensagem email mãe  confirmando transferência veiculo sucesso  consta sistema detran  mt veiculo vendido transferido  cpf 1096 39172  data hoje dia 19062024  mesma informação recebida email  viitma desconhecem transacção venda  ligou oficina confirmado veiculo ainda manutenção oficina  versão  nada declarar ,noite
9412,ESTELIONATO,CONSUMADO,CUIABA,DUQUE DE CAXIAS,RESIDÊNCIA PARTICULAR,2024-11-12 11:57:00.000,1970-01-01 11:57:00,OUTRO(S),MASCULINO,47.0,SUPERIOR INCOMPLETO,dia ocorrido  recebi mensagem pessoa utilizando outro celular  foto nome filho   passou ele  dizendo pix bloqueado precisava pagar terceira pessoa urgência  devendo quantia filho recentemente  desconfiei golpe realizei transferência pix valor r 1 conta indicada  algumas horas depois  esposa enviou print grupo família  perguntando realmente fazendo pedidos dinheiro  momento  telefone golpista usou  55 banco dados conta dinheiro  dados recebedor nome evellyn vitoria santos gomes cpf 2372 bradesco sa dados pagador nome cpf 7335 situação efetivado valor data r 1   valor 148900 data hora 2024  5710 id transação e411121456dd1acc672af código operação segurança 2693136jjjqqgtex pix                                                 virtual protocolo nº 4,manhã
9413,ESTELIONATO,CONSUMADO,CUIABA,COOPHAMIL,RESIDÊNCIA PARTICULAR,2024-05-19 10:00:00.000,1970-01-01 10:00:00,OUTRO(S),FEMININO,26.0,2º GRAU COMPLETO,fiz compra site stellafitnes  stelafit   pagamento aprovado  fiz parcelado  deram prazo 1 3 dias uteis entrega  enviaram dois email codigo rastreios falsos  codigo nao consta correios agora preciso cancelar compra denunciar golpistas  instagran stelafitt httpswwwinstagramcomstelafittigshmty4emewotfvb29qnq                                       virtual protocolo nº 4,manhã
9414,OUTRAS FRAUDES,CONSUMADO,CUIABA,DOM AQUINO,A BANCO,2024-03-20 00:00:00.000,1970-01-01 03:56:00,OUTRO(S),FEMININO,28.0,PREJUDICADO, conta caixa tem  hackeado transferido valor bolsa família  r 95000  depositado hoje transferido via  pix   vitima ate agência caixa  solicitou extrato informada nao precisava extracto detalhado  informações recebeu valor transferido conta  vitima recebeu mensagem  sms  pix caixa enviado sucesso zenex pagamento favorecida  bruna maria bispo   versão  nada declarar ,madrugada
9415,ESTELIONATO,CONSUMADO,CUIABA,PARI,A BANCO,2024-03-16 14:22:00.000,1970-01-01 14:22:00,OUTRO(S),MASCULINO,48.0,SUPERIOR COMPLETO,induzido realizar pix favor empresa  empirepay plataforma pagamento ltda  iugu pi sa  porém  16625  conta pessoal banco santader  ag  4408  c  c   verificar site percebi site governo sim site privado  tudo começou aplicativo instagram direcionado suposto site cnn brasil fim site governo federal  govbr                                          virtual protocolo nº 7,tarde
9416,ESTELIONATO,CONSUMADO,CUIABA,DOM AQUINO,A BANCO,2024-03-05 00:00:00.000,1970-01-01 10:15:00,OUTRO(S),FEMININO,61.0,PREJUDICADO, aposentadoria sacada conta individuo conhecido    dois suspeito apresentou vitima  funcionário igreja salesiano  enganar vitima  versão  nada declarar ,manhã
9417,ESTELIONATO,CONSUMADO,CUIABA,JARDIM UNIVERSITARIO,INTERNET,2025-04-13 00:00:00.000,1970-01-01 06:30:00,OUTRO(S),FEMININO,66.0,PREJUDICADO, recebeu mesagem messenger suposta amiga mora porto velho  segundo vitima  disse aeroporto portugal  probleminha pra resolver  malas sido despachada  retida problema passagem  pediu vitima informar endereço receber malas  entregue endereço  disse ia entrar contato  confirmar endereço entregue  logo seguida vitima recebeu ligação numero 5 falou    disse vitima  pagar taxa valor  r    vitima entrou contato suposta amiga  confirmou taxa  poderia pagar pra ela  chegasse devolveria valor   138536  pix cpf favorecido   5302     após mandou foto malas valores dinheiro joias  queria valores  liberar bagagens  vitima disse dinheiro pagaria nada  então disse ia ficar retido tanta bagagem quanto amiga  ia notificar vitima junto receita federal  versão  nada declarar ,manhã
9418,ESTELIONATO,CONSUMADO,CUIABA,JARDIM MARIANA,INTERNET,2024-11-19 00:00:00.000,1970-01-01 17:30:00,OUTRO(S),FEMININO,31.0,PREJUDICADO, viu anucio instagram aparelho celular s23 ultra sanusng  r 231200  pago vitma  pagueiimports456gmailcom   então vitima desconfiou  vítima  penal  nada declarar ,tarde
9419,ESTELIONATO,CONSUMADO,CUIABA,JARDIM ACLIMACAO,INTERNET,2024-11-16 07:56:00.000,1970-01-01 07:56:00,OUTRO(S),MASCULINO,40.0,SUPERIOR COMPLETO,enganado site faceboock pasanado empresa premier ração animal primocao nessa black frydei ai bc gira roleta ganha racao preenche dados paga pix site some                                                     virtual protocolo nº 8,manhã
9420,ESTELIONATO,CONSUMADO,CUIABA,ALVORADA,INTERNET,2024-11-09 00:00:00.000,1970-01-01 02:00:00,OUTRO(S),FEMININO,51.0,PREJUDICADO, cadastrou plataforma jogo  neymarjrbet   onde fdazia jogos aposta  segundo vitima chegou sacar plataforma três vezes  acabou acreditando verdade  investiu  r 4  j0ogo  ganho  r 12514   agora ficou retido  vitima consegue sacar dinheiro investido  tenta sacar  recebe mensagem dizendo colocar  r 2000  destravar saque  parou jogar porque investir jogo porque ficou dinheiro  versão  nada declarar ,madrugada
9421,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM PETROPOLIS,INTERNET,2024-11-08 05:58:00.000,1970-01-01 05:58:00,OUTRO(S),FEMININO,26.0,SUPERIOR INCOMPLETO,hackeram manhã instagram estao tentando dar golpe nome thamyandradep                                                        virtual protocolo nº 1,madrugada
9422,ESTELIONATO,CONSUMADO,CUIABA,BOA ESPERANCA,INTERNET,2024-09-29 15:00:00.000,1970-01-01 15:00:00,OUTRO(S),FEMININO,45.0,SUPERIOR COMPLETO,instagram vi influencer mandar link desse site jogos entao entrei reais comecei apostar pediram qu fizesse deposito 110 pra sacar fiz ai sacar pediram depositasse 377 verificacao fim disseram pra sacar 31 mil ganho depo 659 acabei sendo convensida disse fazer exata dizia pra sacar fiz disse nao feito depositar 1288 entao vi sofrido golpe                                                          virtual protocolo nº 9,tarde
9423,OUTRAS FRAUDES,CONSUMADO,CUIABA,DOM AQUINO,INTERNET,2024-08-03 00:00:00.000,1970-01-01 18:44:00,OUTRO(S),MASCULINO,39.0,PREJUDICADO, recebeu telefonema dizendo nubank  sobre compra suspeita valor  r 2   passou fez passo passo vitima  conta nubank  pediu vitima mudar limite pix dois reasi  gerar lique cancelar compra  após vitima fazer otex  deu recusado  posteriormente suspeito mandou condigo barra valor  r 2000  fazer teste vitima acabou pagando boleto  favorecida  thaynara pereira franca    391365     versão  nada declarar ,noite
9426,ESTELIONATO,CONSUMADO,CUIABA,SANTA INES,INTERNET,2024-07-08 00:00:00.000,1970-01-01 08:00:00,OUTRO(S),FEMININO,48.0,PREJUDICADO, recebeu mensagem via  sms  sobe divida n valor  r 86942  suposta divida ano 25 respeito cheque  vitima declara desconhecer divida cheque  vitima acabou negociando divida desconhecida valor caiu valor  r 7  dividido  11  parcelas  r 780  vitima  5  pagou boleto favorecido  abbcoob assessoria intermediação financeira ltda cnpj 46966434 000141   ficou mandarem contrato acordo  após pagamento entrada  nao atende ligações apagaram todas mensagem vitima  versão  nada declarar ,manhã
9427,FALSA IDENTIDADE,CONSUMADO,CUIABA,NOSSA SENHORA APARECIDA,INTERNET,2024-06-12 20:00:00.000,1970-01-01 20:00:00,OUTRO(S),MASCULINO,29.0,2º GRAU COMPLETO,nesta data horario pai relatou mostrou conversa onde alguem  usando foto  tenta passar mim dizendo atual numero  claro objetivo praticar golpes  questao 55                                                       virtual protocolo nº 0,noite
9428,FALSA IDENTIDADE,CONSUMADO,CUIABA,SANTA AMALIA,INTERNET,2024-03-28 13:30:00.000,1970-01-01 13:30:00,OUTRO(S),FEMININO,49.0,SUPERIOR COMPLETO,dia 28 março 2024  13h30 whatsapp utlizando foto passando mim solicitou depósito valores contatos  minha mãe                                                             virtual protocolo nº 7,tarde
9429,ESTELIONATO,CONSUMADO,CUIABA,DOM AQUINO,INTERNET,2024-03-26 00:00:00.000,1970-01-01 16:30:00,OUTRO(S),FEMININO,51.0,PREJUDICADO, recebeu mensagem dizendo  1269  pontos acumulado ouro card  podia trocado  04  passagem aérea dinheiro conta  r 3   podia fazer somente hoje  pediu vitima ir ate caixa electrónico  usar biometria seguiu passo passo  todas instrução  ate deu conta conta bloqueada  partir dai  ficou acesso conta  vitima ligou numero cartão  ficou sabendo feito dois pagamento boleto valor aproximado  r 6000    fizeram uso cartão conta  porque conta bloqueada  versão  nada declarar ,tarde
9430,ESTELIONATO,CONSUMADO,CUIABA,JARDIM CUIABA,INTERNET,2024-03-12 00:00:00.000,1970-01-01 18:30:00,OUTRO(S),FEMININO,32.0,PREJUDICADO, vendo storie stagram  apareceu storie casal  fazendo  programa voa brasil  link  sabe mais   vitima clicou direccionado pagina  ponde fez cadastro final pagar taixa acompanhante sala vip valor  r 16832   pago vitima via pix favorecido  empirepay plataforma pagamento 50914121 000117 15111975iugu ip sa   após fazer pix  vitima voltou pagina propaganda  abriu pagina instagram  lasilva6283   versão  nada declarar ,noite
9431,OUTRAS FRAUDES,CONSUMADO,CUIABA,CENTRO SUL,INTERNET,2024-03-05 00:00:00.000,1970-01-01 09:00:00,OUTRO(S),MASCULINO,47.0,PREJUDICADO, comprou sempre empresa  basalto  brita  hoje fez  02  pedido pagou valor  r 258390  outro  r 2630   qrcode  favorecido  pagseguro internet pagamento sa cnpj 085617  0001   percebeu caído golpe  mandou comprovante empresa  basalto   constatou favorecido nao empresa vitima comprado  versão  nada declarar ,manhã
9433,OUTRAS FRAUDES,CONSUMADO,CUIABA,NOVO PARAISO II,INTERNET,2024-01-07 00:00:00.000,1970-01-01 19:34:00,OUTRO(S),FEMININO,50.0,PREJUDICADO, recebeu mensagem  sms  ganhando milhas latan  activar pedido código enviado vitima  após enviar código vitima perdeu conta  facebook   agora vendendo carro moto  vítima  penal  nada declarar ,noite
9434,OUTRAS FRAUDES,CONSUMADO,CUIABA,DOM BOSCO,INTERNET,2024-02-09 00:00:00.000,1970-01-01 14:04:00,OUTRO(S),FEMININO,49.0,PREJUDICADO, conta energisa atrasada  entrou site google emitir boleto simplificado  onde gerou  qr code  pago vitima  valor  r 52780  referente mês janeiro vencimento 222024 favorecido  especial pag negocio ltda cnpj 53761583 000130    imprimir comprovante percebeu favorecido  energisa  conta continua aberta  versão  nada declarar ,tarde
9435,ESTELIONATO,CONSUMADO,CUIABA,DOUTOR FABIO LEITE,INTERNET,2024-01-25 00:00:00.000,1970-01-01 13:29:00,OUTRO(S),MASCULINO,52.0,PREJUDICADO, viu anuncio facebook trabalhar avaliando google  vitima entrou link onde preencheu cadastro  pagou valor  r 21400  pix favorecido  perfect pay tecnologia  serviços intermediação ltda   caído golpe  porque apareceu comprando ebook  vitima tentou falar numero cancelar obteve êxito  versão  nada declarar ,tarde
